total_sold,total_paid,venueid,catid,caldate,holiday
36,6344.0,73,9,2008-10-10,False
42,12389.0,96,9,2008-10-02,False
69,24315.0,83,9,2008-10-06,False
53,19247.0,28,9,2008-09-19,False
41,7790.0,233,7,2008-09-28,False
47,8902.0,42,9,2008-10-17,False
53,17478.0,263,6,2008-10-05,False
33,11245.0,10,9,2008-10-02,False
46,7769.0,203,7,2008-09-26,False
28,11254.0,71,9,2008-10-15,False
21,5843.0,209,7,2008-10-09,False
55,19397.0,24,9,2008-10-09,False
60,11734.0,41,9,2008-10-01,False
45,18742.0,15,9,2008-09-28,False
38,21484.0,245,7,2008-09-18,False
41,12690.0,245,7,2008-10-15,False
14,3097.0,3,9,2008-10-02,False
63,24177.0,53,9,2008-10-19,False
96,32374.0,126,9,2008-10-05,False
37,22524.0,234,7,2008-10-13,False
25,6825.0,259,6,2008-09-22,False
35,11435.0,219,6,2008-10-06,False
41,8698.0,237,7,2008-10-01,False
33,18907.0,80,9,2008-09-28,False
34,15156.0,19,9,2008-10-15,False
28,7085.0,257,6,2008-10-01,False
59,11336.0,110,9,2008-10-14,False
57,14943.0,53,9,2008-09-25,False
34,12115.0,71,9,2008-10-06,False
16,5692.0,220,7,2008-10-04,False
34,14375.0,110,9,2008-09-22,False
28,7141.0,219,6,2008-09-30,False
44,11262.0,225,6,2008-10-08,False
92,29724.0,96,9,2008-09-29,False
26,4408.0,108,9,2008-10-09,False
54,11065.0,220,6,2008-10-18,False
38,6943.0,100,9,2008-10-20,False
48,11698.0,115,9,2008-10-16,False
71,30901.0,39,9,2008-10-05,False
64,13576.0,224,6,2008-10-14,False
33,11602.0,228,7,2008-10-09,False
54,7298.0,68,9,2008-10-07,False
9,2052.0,14,9,2008-09-27,False
58,27374.0,208,7,2008-10-12,False
47,12272.0,200,7,2008-10-04,False
96,33408.0,23,9,2008-10-12,False
12,2343.0,97,9,2008-09-28,False
15,2000.0,226,6,2008-09-22,False
52,14133.0,7,9,2008-10-18,False
26,17963.0,237,7,2008-09-24,False
19,5401.0,113,9,2008-10-11,False
65,16774.0,74,9,2008-09-29,False
61,16948.0,256,6,2008-10-14,False
76,26097.0,226,7,2008-10-13,False
53,9501.0,48,9,2008-10-05,False
34,9660.0,248,7,2008-10-10,False
35,7682.0,114,9,2008-09-23,False
54,23902.0,11,9,2008-09-27,False
48,16396.0,223,6,2008-10-15,False
35,11054.0,221,6,2008-10-09,False
41,11891.0,107,9,2008-10-18,False
65,14584.0,212,7,2008-10-12,False
19,5543.0,84,9,2008-09-16,False
31,8248.0,13,9,2008-10-19,False
89,21452.0,247,7,2008-10-12,False
72,20197.0,304,8,2008-10-12,False
65,24660.0,43,9,2008-10-03,False
53,20542.0,62,9,2008-09-30,False
44,23425.0,68,9,2008-10-09,False
30,8294.0,208,6,2008-10-14,False
43,16322.0,62,9,2008-09-21,False
16,6769.0,113,9,2008-10-09,False
86,23260.0,65,9,2008-10-25,False
56,17314.0,81,9,2008-10-23,False
13,2758.0,222,6,2008-09-03,False
47,18896.0,304,8,2008-10-01,False
33,8880.0,200,7,2008-10-10,False
58,14636.0,14,9,2008-10-21,False
30,15250.0,51,9,2008-10-19,False
51,19587.0,109,9,2008-10-19,False
47,24162.0,58,9,2008-10-06,False
74,16988.0,214,7,2008-10-03,False
43,13341.0,88,9,2008-10-04,False
29,7404.0,43,9,2008-10-05,False
56,14702.0,215,7,2008-10-12,False
40,10599.0,36,9,2008-10-20,False
32,7449.0,220,7,2008-10-17,False
60,28232.0,203,7,2008-10-12,False
40,20663.0,119,9,2008-10-18,False
40,25139.0,238,7,2008-10-05,False
18,4705.0,14,9,2008-09-30,False
45,9148.0,306,8,2008-10-15,False
61,14916.0,97,9,2008-09-25,False
65,11647.0,95,9,2008-10-17,False
19,5065.0,125,9,2008-09-21,False
60,23186.0,207,6,2008-10-25,False
26,14111.0,2,9,2008-09-21,False
50,13626.0,129,9,2008-10-26,False
43,8355.0,103,9,2008-10-17,False
79,21775.0,233,7,2008-10-16,False
22,8726.0,56,9,2008-10-13,False
49,28325.0,10,9,2008-10-10,False
56,17114.0,113,9,2008-10-19,False
86,42618.0,96,9,2008-10-08,False
55,13813.0,98,9,2008-10-25,False
31,5650.0,248,6,2008-10-09,False
91,22636.0,37,9,2008-10-14,False
52,20780.0,243,6,2008-10-19,False
34,14847.0,67,9,2008-09-26,False
34,10547.0,84,9,2008-09-21,False
38,13433.0,18,9,2008-10-07,False
34,7255.0,91,9,2008-09-25,False
32,12051.0,66,9,2008-09-30,False
38,6235.0,7,9,2008-10-11,False
38,12411.0,239,7,2008-10-17,False
33,9697.0,56,9,2008-10-01,False
29,7195.0,6,9,2008-10-07,False
48,20926.0,247,7,2008-10-16,False
49,19681.0,68,9,2008-10-20,False
25,6497.0,207,7,2008-09-15,False
57,13144.0,238,6,2008-10-20,False
26,2695.0,208,6,2008-10-15,False
36,12679.0,125,9,2008-10-12,False
62,16890.0,200,6,2008-10-10,False
61,14278.0,235,7,2008-10-27,False
44,7786.0,66,9,2008-09-21,False
44,16051.0,9,9,2008-10-01,False
42,9893.0,16,9,2008-10-24,False
62,22481.0,309,8,2008-10-23,False
21,3876.0,67,9,2008-10-05,False
30,10313.0,47,9,2008-10-26,False
70,32134.0,210,6,2008-10-17,False
72,28258.0,201,6,2008-10-11,False
21,5684.0,58,9,2008-10-24,False
45,18081.0,52,9,2008-10-24,False
63,17980.0,19,9,2008-10-08,False
53,21149.0,252,6,2008-10-26,False
109,32281.0,28,9,2008-10-24,False
60,20615.0,60,9,2008-10-19,False
36,7849.0,300,8,2008-10-22,False
41,9884.0,309,8,2008-10-10,False
24,6552.0,31,9,2008-09-18,False
36,7618.0,308,8,2008-10-30,False
70,22473.0,24,9,2008-10-04,False
40,9732.0,233,6,2008-10-21,False
42,9866.0,231,7,2008-10-22,False
42,13262.0,89,9,2008-10-25,False
28,6801.0,262,6,2008-10-19,False
52,21062.0,224,7,2008-10-31,False
42,7940.0,24,9,2008-10-26,False
80,20946.0,1,9,2008-10-11,False
28,6195.0,10,9,2008-10-17,False
25,10531.0,241,7,2008-09-29,False
43,19634.0,108,9,2008-10-19,False
44,24312.0,309,8,2008-10-19,False
71,21988.0,121,9,2008-10-10,False
69,15110.0,30,9,2008-10-27,False
56,12810.0,48,9,2008-10-24,False
31,7207.0,119,9,2008-10-26,False
89,23104.0,3,9,2008-10-20,False
78,20663.0,228,6,2008-10-25,False
22,5956.0,22,9,2008-10-11,False
37,6361.0,222,6,2008-10-11,False
59,16264.0,302,8,2008-10-11,False
74,21576.0,93,9,2008-10-24,False
60,13589.0,259,6,2008-10-21,False
61,13797.0,208,6,2008-10-31,False
69,28647.0,57,9,2008-10-19,False
35,8511.0,20,9,2008-10-17,False
22,7161.0,87,9,2008-09-30,False
46,15325.0,200,6,2008-10-25,False
49,29048.0,102,9,2008-10-09,False
61,20622.0,243,7,2008-10-21,False
16,10062.0,308,8,2008-09-27,False
28,22949.0,107,9,2008-10-10,False
37,9757.0,101,9,2008-10-31,False
46,15035.0,210,7,2008-12-13,False
63,32010.0,253,6,2008-12-10,False
70,18308.0,216,7,2008-12-15,False
57,14741.0,54,9,2008-11-28,False
47,10272.0,218,7,2008-11-24,False
19,5531.0,20,9,2008-11-21,False
54,17643.0,112,9,2008-12-08,False
10,7048.0,84,9,2008-12-14,False
34,6291.0,107,9,2008-12-02,False
59,35843.0,112,9,2008-12-18,False
43,13257.0,74,9,2008-12-01,False
19,6687.0,249,6,2008-12-23,False
51,17791.0,218,6,2008-12-24,False
29,12170.0,98,9,2008-12-11,False
49,17317.0,200,6,2008-11-26,False
54,8486.0,63,9,2008-12-15,False
30,13077.0,227,7,2008-11-17,False
35,12366.0,50,9,2008-12-07,False
68,15089.0,4,9,2008-12-13,False
27,11063.0,250,6,2008-11-22,False
33,8843.0,206,7,2008-12-14,False
59,14170.0,99,9,2008-12-13,False
33,9643.0,22,9,2008-12-02,False
34,5039.0,125,9,2008-12-09,False
23,4840.0,30,9,2008-12-02,False
29,16694.0,227,7,2008-11-08,False
16,5653.0,203,6,2008-11-27,True
23,8924.0,211,6,2008-12-03,False
32,9512.0,248,7,2008-12-07,False
44,10935.0,208,6,2008-12-01,False
83,24496.0,227,7,2008-12-12,False
48,12655.0,309,8,2008-12-03,False
42,27698.0,232,7,2008-11-13,False
34,5766.0,78,9,2008-12-18,False
19,3359.0,36,9,2008-12-07,False
58,9493.0,114,9,2008-12-09,False
75,30033.0,30,9,2008-12-25,True
39,15707.0,13,9,2008-12-12,False
81,24198.0,110,9,2008-12-10,False
43,17003.0,117,9,2008-12-06,False
25,9433.0,256,6,2008-11-24,False
27,4502.0,62,9,2008-12-26,True
48,18164.0,118,9,2008-12-22,False
41,16149.0,87,9,2008-12-05,False
49,12727.0,238,7,2008-12-22,False
49,17487.0,201,7,2008-12-09,False
41,10826.0,93,9,2008-12-21,False
31,8191.0,209,7,2008-12-11,False
32,21047.0,246,6,2008-12-21,False
53,25732.0,42,9,2008-12-12,False
47,13335.0,119,9,2008-12-12,False
39,5068.0,3,9,2008-12-15,False
36,8983.0,239,7,2008-12-04,False
50,16714.0,49,9,2008-11-23,False
35,11543.0,305,8,2008-12-16,False
58,14979.0,228,7,2008-12-22,False
40,16855.0,238,7,2008-11-21,False
18,4141.0,235,6,2008-12-09,False
29,9748.0,48,9,2008-12-15,False
69,18484.0,130,9,2008-12-04,False
45,14523.0,94,9,2008-12-13,False
17,3881.0,227,7,2008-12-22,False
27,5277.0,29,9,2008-12-12,False
53,13787.0,42,9,2008-12-17,False
50,15385.0,244,7,2008-12-07,False
71,22253.0,108,9,2008-12-18,False
34,19808.0,33,9,2008-12-10,False
32,9669.0,247,7,2008-12-03,False
55,12786.0,232,7,2008-12-29,False
29,5631.0,15,9,2008-12-06,False
39,16571.0,33,9,2008-12-23,False
33,6248.0,75,9,2008-11-28,False
50,10601.0,58,9,2008-12-21,False
28,7812.0,117,9,2008-12-11,False
42,11782.0,66,9,2008-12-24,False
27,13474.0,27,9,2008-12-17,False
34,8879.0,36,9,2008-12-21,False
19,2809.0,120,9,2008-11-23,False
40,9898.0,217,6,2008-12-30,False
101,27017.0,206,6,2008-12-21,False
35,8174.0,65,9,2008-12-15,False
40,15920.0,217,6,2008-12-26,True
46,27741.0,64,9,2008-12-20,False
29,10050.0,125,9,2008-12-22,False
46,10674.0,242,7,2008-12-20,False
36,11262.0,119,9,2008-11-27,True
24,3558.0,247,7,2008-12-25,True
22,3675.0,221,6,2008-12-20,False
30,9653.0,209,6,2008-12-08,False
44,10642.0,305,8,2008-12-22,False
35,7369.0,301,8,2008-12-02,False
68,21090.0,212,7,2008-12-23,False
130,62981.0,95,9,2008-12-26,True
34,12326.0,56,9,2008-11-27,True
34,8780.0,223,7,2008-12-16,False
52,17738.0,22,9,2008-12-22,False
48,19745.0,89,9,2008-12-22,False
45,10294.0,14,9,2008-12-18,False
31,8042.0,237,7,2008-12-11,False
89,19493.0,242,7,2008-12-21,False
61,17119.0,29,9,2008-12-29,False
40,7855.0,78,9,2008-12-25,True
75,25816.0,253,6,2008-12-23,False
69,13619.0,39,9,2008-12-22,False
91,24751.0,44,9,2008-12-21,False
19,3762.0,215,7,2008-12-14,False
49,14220.0,58,9,2008-12-18,False
28,14796.0,101,9,2008-12-30,False
34,9038.0,50,9,2008-11-04,False
74,32998.0,59,9,2008-12-28,False
37,13628.0,57,9,2008-12-12,False
47,9871.0,42,9,2008-12-01,False
46,13530.0,46,9,2008-11-24,False
42,11750.0,41,9,2008-11-30,False
68,25536.0,35,9,2008-12-17,False
36,10238.0,224,6,2008-12-01,False
48,13056.0,306,8,2008-12-28,False
68,14031.0,34,9,2008-12-16,False
26,18263.0,2,9,2008-11-26,False
24,3819.0,237,6,2008-11-22,False
50,21601.0,246,7,2008-12-20,False
13,3652.0,236,7,2008-11-30,False
45,9265.0,225,6,2008-12-26,True
57,9836.0,222,6,2008-12-12,False
39,18037.0,248,7,2008-12-28,False
27,7208.0,207,7,2008-12-28,False
25,15165.0,300,8,2008-12-11,False
33,17975.0,28,9,2008-12-15,False
23,5910.0,31,9,2008-12-16,False
73,27019.0,215,7,2008-12-19,False
36,13884.0,68,9,2008-12-19,False
55,16982.0,241,7,2008-12-31,False
51,26263.0,5,9,2008-12-04,False
35,8935.0,123,9,2008-12-09,False
37,11545.0,104,9,2008-12-15,False
70,34200.0,109,9,2008-12-26,True
52,22809.0,52,9,2008-11-28,False
55,12188.0,223,6,2008-12-31,False
48,10104.0,205,7,2008-12-27,False
32,13033.0,249,7,2008-12-10,False
38,24033.0,89,9,2008-12-17,False
63,25731.0,205,7,2008-12-31,False
69,29695.0,50,9,2008-12-25,True
38,7868.0,99,9,2008-12-24,False
47,24298.0,208,7,2008-12-28,False
51,10790.0,85,9,2008-12-29,False
48,10325.0,233,6,2008-12-16,False
38,23480.0,248,7,2008-12-11,False
28,7405.0,116,9,2008-12-25,True
47,10397.0,128,9,2008-12-27,False
30,8757.0,1,9,2008-12-05,False
60,21875.0,73,9,2008-12-23,False
108,26979.0,111,9,2008-12-27,False
34,9252.0,26,9,2008-12-26,True
88,46280.0,59,9,2008-12-17,False
41,9831.0,246,7,2008-12-21,False
45,12904.0,232,7,2008-12-14,False
36,14459.0,110,9,2008-12-09,False
35,9755.0,69,9,2008-12-16,False
30,6993.0,300,8,2008-12-12,False
45,10211.0,34,9,2008-12-21,False
53,23536.0,80,9,2008-12-15,False
24,8353.0,206,7,2008-12-09,False
72,18124.0,115,9,2008-12-28,False
59,22726.0,304,8,2008-12-27,False
31,9499.0,6,9,2008-12-10,False
21,5988.0,5,9,2008-12-02,False
59,21006.0,213,6,2008-12-17,False
38,10450.0,229,7,2008-12-19,False
29,9694.0,218,6,2008-12-21,False
48,19410.0,202,7,2008-12-28,False
33,14566.0,306,8,2008-12-20,False
37,10858.0,245,6,2008-12-21,False
45,11527.0,20,9,2008-12-13,False
56,16003.0,217,7,2008-12-12,False
55,16831.0,241,7,2008-12-26,True
68,20385.0,126,9,2008-12-20,False
59,20075.0,206,6,2008-12-16,False
51,13011.0,46,9,2008-12-25,True
74,22859.0,208,7,2008-12-30,False
56,18394.0,302,8,2008-12-11,False
92,23970.0,306,8,2008-12-27,False
37,9643.0,224,7,2008-12-31,False
53,9419.0,38,9,2008-12-21,False
39,13732.0,235,7,2008-12-16,False
56,30251.0,120,9,2008-10-21,False
30,6000.0,25,9,2008-10-12,False
47,14629.0,14,9,2008-10-18,False
30,10224.0,110,9,2008-10-27,False
28,10050.0,60,9,2008-10-20,False
29,7429.0,52,9,2008-10-15,False
57,21673.0,12,9,2008-10-07,False
30,19596.0,72,9,2008-10-31,False
43,11669.0,9,9,2008-10-16,False
65,22264.0,84,9,2008-10-06,False
43,25375.0,208,7,2008-10-19,False
38,12356.0,226,7,2008-10-23,False
39,12216.0,238,6,2008-09-23,False
28,12192.0,53,9,2008-10-01,False
41,22170.0,123,9,2008-10-17,False
36,8997.0,221,6,2008-10-20,False
25,13619.0,220,6,2008-09-20,False
20,7922.0,72,9,2008-09-30,False
67,15231.0,79,9,2008-11-03,False
44,13067.0,108,9,2008-11-04,False
41,18572.0,225,7,2008-10-12,False
39,9278.0,39,9,2008-10-27,False
41,10519.0,214,7,2008-10-15,False
60,20755.0,83,9,2008-10-29,False
55,13416.0,9,9,2008-10-23,False
37,9829.0,33,9,2008-10-21,False
37,7304.0,100,9,2008-10-19,False
22,5717.0,233,7,2008-09-23,False
122,50301.0,257,6,2008-10-29,False
15,4086.0,214,7,2008-10-09,False
59,16192.0,304,8,2008-10-31,False
45,11290.0,227,6,2008-10-19,False
31,26313.0,230,7,2008-10-25,False
45,11485.0,73,9,2008-10-18,False
21,5393.0,201,7,2008-09-30,False
64,17085.0,231,6,2008-10-21,False
35,6937.0,8,9,2008-10-20,False
41,21765.0,239,7,2008-10-09,False
39,16512.0,201,7,2008-10-28,False
52,17025.0,225,7,2008-10-11,False
48,11602.0,27,9,2008-10-31,False
85,25187.0,253,6,2008-10-28,False
146,31501.0,86,9,2008-11-03,False
60,18885.0,66,9,2008-10-25,False
25,6281.0,205,7,2008-10-29,False
36,9279.0,36,9,2008-10-01,False
53,15865.0,2,9,2008-10-21,False
31,12602.0,112,9,2008-10-28,False
46,13779.0,209,7,2008-10-16,False
28,12200.0,126,9,2008-10-28,False
29,6752.0,62,9,2008-10-30,False
27,8491.0,25,9,2008-10-05,False
7,6712.0,69,9,2008-10-29,False
35,21633.0,241,6,2008-10-27,False
73,26659.0,107,9,2008-10-13,False
49,13280.0,60,9,2008-10-23,False
28,4063.0,303,8,2008-10-23,False
28,7981.0,129,9,2008-10-05,False
36,11269.0,85,9,2008-10-04,False
31,8383.0,23,9,2008-10-29,False
56,24195.0,240,6,2008-10-13,False
23,3394.0,17,9,2008-10-20,False
51,37307.0,262,6,2008-10-24,False
57,16940.0,303,8,2008-11-05,False
41,9036.0,55,9,2008-11-03,False
27,10621.0,49,9,2008-10-05,False
16,6009.0,119,9,2008-10-12,False
26,6973.0,75,9,2008-11-01,False
39,13372.0,24,9,2008-11-03,False
35,7970.0,229,6,2008-10-25,False
24,7284.0,53,9,2008-10-28,False
34,9148.0,228,7,2008-10-08,False
47,9545.0,220,7,2008-10-25,False
45,9162.0,129,9,2008-11-07,False
50,18089.0,82,9,2008-11-02,False
64,15042.0,242,7,2008-10-22,False
38,9407.0,54,9,2008-10-30,False
26,11050.0,65,9,2008-09-25,False
31,14300.0,8,9,2008-10-23,False
39,9730.0,21,9,2008-10-25,False
33,7886.0,128,9,2008-11-01,False
26,4765.0,240,7,2008-10-24,False
73,15136.0,9,9,2008-10-30,False
59,11809.0,239,7,2008-11-04,False
45,12556.0,223,7,2008-10-14,False
41,16372.0,61,9,2008-10-29,False
47,12548.0,112,9,2008-10-20,False
42,18916.0,213,6,2008-11-10,False
60,29926.0,77,9,2008-10-31,False
88,26888.0,300,8,2008-10-30,False
24,9600.0,205,7,2008-11-06,False
34,7273.0,100,9,2008-11-02,False
11,4975.0,48,9,2008-10-03,False
37,15557.0,43,9,2008-11-04,False
13,9844.0,122,9,2008-10-08,False
38,14586.0,256,6,2008-10-19,False
38,12054.0,217,6,2008-11-07,False
45,12044.0,109,9,2008-11-09,False
34,7839.0,14,9,2008-10-15,False
50,8771.0,53,9,2008-11-01,False
48,11707.0,51,9,2008-11-02,False
26,3970.0,205,6,2008-11-10,False
65,33568.0,216,7,2008-10-25,False
28,11221.0,33,9,2008-10-26,False
84,26915.0,244,6,2008-11-07,False
39,10645.0,95,9,2008-11-10,False
38,13326.0,231,7,2008-10-13,False
53,31807.0,96,9,2008-11-06,False
42,24206.0,56,9,2008-11-07,False
29,8337.0,300,8,2008-10-26,False
70,22242.0,114,9,2008-10-29,False
33,13603.0,42,9,2008-10-08,False
53,17341.0,303,8,2008-10-24,False
28,12281.0,28,9,2008-11-03,False
42,11342.0,207,7,2008-10-22,False
38,6988.0,33,9,2008-10-31,False
52,16534.0,236,7,2008-10-27,False
54,25493.0,91,9,2008-11-11,False
28,7851.0,215,7,2008-11-06,False
33,4718.0,20,9,2008-10-25,False
62,22290.0,206,7,2008-11-05,False
31,15707.0,22,9,2008-11-05,False
83,20571.0,308,8,2008-11-02,False
28,5234.0,217,7,2008-10-17,False
40,18363.0,229,7,2008-10-06,False
74,23417.0,202,6,2008-10-31,False
43,17249.0,218,7,2008-10-22,False
41,21645.0,22,9,2008-10-30,False
39,20323.0,248,7,2008-11-01,False
39,11535.0,127,9,2008-10-31,False
49,24457.0,307,8,2008-11-04,False
27,17560.0,211,7,2008-10-20,False
78,21968.0,26,9,2008-11-01,False
25,12887.0,245,7,2008-11-05,False
46,9904.0,11,9,2008-11-06,False
37,8082.0,222,6,2008-11-10,False
34,9216.0,238,7,2008-11-03,False
45,19105.0,235,7,2008-10-17,False
55,20252.0,47,9,2008-10-23,False
29,5434.0,206,7,2008-10-27,False
75,14846.0,122,9,2008-10-28,False
106,26266.0,29,9,2008-11-14,False
65,23297.0,222,6,2008-10-30,False
43,11934.0,88,9,2008-10-23,False
60,21472.0,223,6,2008-11-09,False
33,8153.0,93,9,2008-10-30,False
43,15907.0,88,9,2008-11-02,False
33,19834.0,58,9,2008-11-04,False
72,18643.0,240,7,2008-11-10,False
34,11985.0,305,8,2008-10-25,False
33,9465.0,67,9,2008-10-07,False
40,9795.0,86,9,2008-11-13,False
43,15463.0,51,9,2008-10-21,False
32,9618.0,208,7,2008-11-04,False
32,5150.0,258,6,2008-10-18,False
55,30317.0,52,9,2008-11-02,False
55,13142.0,224,7,2008-10-23,False
26,5597.0,38,9,2008-11-05,False
62,12338.0,119,9,2008-11-05,False
41,9432.0,106,9,2008-11-08,False
21,4184.0,255,6,2008-10-13,False
101,28315.0,45,9,2008-11-07,False
51,9969.0,220,7,2008-11-03,False
60,14709.0,228,7,2008-11-02,False
28,5993.0,102,9,2008-10-18,False
20,4080.0,72,9,2008-10-06,False
39,13464.0,61,9,2008-11-14,False
27,6683.0,2,9,2008-11-01,False
47,11031.0,240,7,2008-11-03,False
97,26221.0,69,9,2008-11-03,False
28,10003.0,49,9,2008-11-08,False
51,10776.0,303,8,2008-11-12,False
26,20024.0,211,7,2008-11-02,False
55,16750.0,93,9,2008-11-07,False
75,25408.0,308,8,2008-11-12,False
62,21905.0,213,7,2008-11-13,False
46,18149.0,256,6,2008-11-13,False
27,7236.0,97,9,2008-10-29,False
34,13063.0,5,9,2008-10-23,False
83,21424.0,114,9,2008-11-09,False
40,20194.0,243,7,2008-11-04,False
25,2749.0,8,9,2008-11-16,False
49,14480.0,204,7,2008-10-30,False
39,9913.0,234,7,2008-11-18,False
50,9055.0,215,7,2008-11-13,False
4,472.0,238,6,2008-01-17,False
1,274.0,32,9,2008-01-06,False
2,874.0,240,7,2008-01-13,False
2,40.0,26,9,2008-01-07,False
2,82.0,59,9,2008-01-22,False
7,1239.0,1,9,2008-01-16,False
5,1165.0,53,9,2008-01-14,False
4,1072.0,111,9,2008-01-11,False
2,84.0,241,7,2008-01-04,False
3,321.0,309,8,2008-01-08,False
1,152.0,123,9,2008-01-05,False
1,1982.0,217,7,2008-01-14,False
6,518.0,64,9,2008-01-08,False
2,444.0,15,9,2008-01-05,False
18,5697.0,5,9,2008-02-07,False
4,508.0,248,7,2008-01-06,False
3,1431.0,19,9,2008-01-09,False
2,150.0,20,9,2008-01-07,False
5,488.0,84,9,2008-01-14,False
9,952.0,242,7,2008-01-20,False
10,3876.0,210,7,2008-01-15,False
4,1324.0,40,9,2008-01-10,False
1,147.0,66,9,2008-01-14,False
4,1632.0,80,9,2008-01-07,False
5,2434.0,231,7,2008-01-26,False
8,1278.0,121,9,2008-01-19,False
4,1165.0,25,9,2008-01-13,False
1,177.0,260,6,2008-01-09,False
2,896.0,128,9,2008-01-10,False
2,238.0,27,9,2008-01-15,False
14,2232.0,99,9,2008-01-25,False
2,910.0,24,9,2008-01-10,False
2,906.0,87,9,2008-01-16,False
6,2385.0,105,9,2008-01-21,False
2,106.0,54,9,2008-01-10,False
3,6228.0,95,9,2008-01-15,False
2,210.0,200,7,2008-01-24,False
2,88.0,213,7,2008-01-21,False
6,1859.0,249,7,2008-01-19,False
11,4394.0,221,7,2008-02-12,False
6,1704.0,222,7,2008-01-29,False
3,279.0,108,9,2008-01-14,False
1,453.0,252,6,2008-01-11,False
6,5811.0,246,7,2008-01-27,False
12,4351.0,83,9,2008-02-14,False
3,1620.0,231,7,2008-01-17,False
3,986.0,112,9,2008-01-19,False
4,836.0,206,7,2008-01-14,False
2,798.0,49,9,2008-01-16,False
1,299.0,302,8,2008-01-25,False
5,2055.0,218,7,2008-01-24,False
8,1567.0,62,9,2008-01-17,False
1,1474.0,214,7,2008-01-14,False
3,587.0,245,7,2008-01-17,False
1,21.0,242,7,2008-01-17,False
3,1215.0,52,9,2008-01-18,False
14,2490.0,82,9,2008-02-15,False
2,698.0,97,9,2008-01-16,False
4,5056.0,20,9,2008-01-17,False
9,2311.0,227,7,2008-01-25,False
10,5686.0,240,7,2008-01-27,False
3,363.0,205,7,2008-01-21,False
13,2764.0,227,6,2008-01-26,False
3,729.0,208,6,2008-01-22,False
2,238.0,53,9,2008-01-22,False
11,5772.0,107,9,2008-02-07,False
4,702.0,222,7,2008-01-27,False
1,295.0,116,9,2008-02-01,False
27,5069.0,217,7,2008-03-09,False
4,1324.0,301,8,2008-01-30,False
23,8620.0,201,7,2008-04-04,False
33,7926.0,38,9,2008-05-13,False
10,2491.0,16,9,2008-05-20,False
17,3677.0,261,6,2008-05-19,False
47,19639.0,29,9,2008-12-18,False
53,17296.0,63,9,2008-12-27,False
38,8460.0,10,9,2008-12-28,False
59,32738.0,70,9,2008-12-13,False
61,31583.0,60,9,2008-12-22,False
67,17897.0,302,8,2008-12-31,False
62,18444.0,99,9,2008-12-22,False
42,13394.0,70,9,2008-12-31,False
28,6229.0,235,6,2008-12-21,False
31,15814.0,67,9,2008-12-05,False
45,9249.0,34,9,2008-12-24,False
31,9100.0,205,7,2008-12-08,False
49,13991.0,60,9,2008-12-21,False
47,10480.0,113,9,2008-12-22,False
23,5178.0,29,9,2008-12-11,False
46,15721.0,107,9,2008-12-11,False
29,13231.0,70,9,2008-12-27,False
41,13236.0,236,6,2008-12-23,False
73,21835.0,242,7,2008-12-25,True
60,27059.0,234,7,2008-12-27,False
29,13030.0,6,9,2008-12-26,True
26,6081.0,12,9,2008-12-26,True
20,3527.0,116,9,2008-12-23,False
10,8421.0,115,9,2008-11-16,False
58,13738.0,85,9,2008-12-22,False
24,5011.0,113,9,2008-12-13,False
33,11333.0,102,9,2008-12-14,False
31,7231.0,212,6,2008-12-31,False
26,5316.0,125,9,2008-11-29,False
39,8064.0,238,6,2008-12-17,False
43,8717.0,27,9,2008-12-23,False
64,23782.0,105,9,2008-12-28,False
31,8109.0,248,6,2008-12-06,False
48,12418.0,85,9,2008-12-18,False
33,8359.0,120,9,2008-12-27,False
34,5535.0,18,9,2008-12-14,False
64,36316.0,120,9,2008-12-17,False
68,22710.0,11,9,2008-12-28,False
36,17581.0,257,6,2008-12-19,False
19,4498.0,39,9,2008-12-27,False
72,18339.0,126,9,2008-12-18,False
45,27448.0,226,7,2008-12-28,False
54,13324.0,86,9,2008-12-30,False
59,14401.0,252,6,2008-12-28,False
46,13935.0,257,6,2008-12-28,False
30,7174.0,97,9,2008-12-22,False
59,24119.0,222,7,2008-12-21,False
15,9812.0,32,9,2008-12-23,False
46,12305.0,201,7,2008-12-31,False
42,11842.0,27,9,2008-12-25,True
52,10936.0,35,9,2008-12-26,True
16,3767.0,90,9,2008-12-23,False
33,9169.0,123,9,2008-12-26,True
51,11927.0,259,6,2008-12-20,False
27,11815.0,22,9,2008-12-28,False
33,9316.0,253,6,2008-12-29,False
30,4958.0,8,9,2008-12-27,False
26,6941.0,120,9,2008-11-21,False
29,9099.0,215,7,2008-12-21,False
23,9663.0,7,9,2008-12-18,False
31,7703.0,225,7,2008-12-23,False
54,10089.0,33,9,2008-12-31,False
36,19358.0,232,7,2008-12-22,False
58,26014.0,202,7,2008-12-27,False
33,6803.0,75,9,2008-12-17,False
39,14087.0,221,6,2008-12-28,False
37,6939.0,124,9,2008-12-27,False
39,16853.0,247,6,2008-12-22,False
53,12976.0,234,7,2008-12-25,True
51,11562.0,50,9,2008-12-30,False
26,9932.0,84,9,2008-12-28,False
30,10492.0,87,9,2008-12-14,False
50,11753.0,200,7,2008-12-28,False
27,6976.0,75,9,2008-12-14,False
40,18166.0,305,8,2008-12-25,True
48,25557.0,72,9,2008-12-14,False
38,15050.0,107,9,2008-12-20,False
57,11991.0,68,9,2008-12-28,False
38,21910.0,49,9,2008-12-13,False
48,11759.0,226,7,2008-12-29,False
